MapDate,StateAbbreviation,None,D0,D1,D2,D3,D4,ValidStart,ValidEnd,StatisticFormatID
20150324,RI,100.00,0.00,0.00,0.00,0.00,0.00,2015-03-24,2015-03-30,2
20150317,RI,100.00,0.00,0.00,0.00,0.00,0.00,2015-03-17,2015-03-23,2
20150310,RI,100.00,0.00,0.00,0.00,0.00,0.00,2015-03-10,2015-03-16,2
20150303,RI,100.00,0.00,0.00,0.00,0.00,0.00,2015-03-03,2015-03-09,2
20150224,RI,100.00,0.00,0.00,0.00,0.00,0.00,2015-02-24,2015-03-02,2
20150217,RI,100.00,0.00,0.00,0.00,0.00,0.00,2015-02-17,2015-02-23,2
20150210,RI,100.00,0.00,0.00,0.00,0.00,0.00,2015-02-10,2015-02-16,2
20150203,RI,100.00,0.00,0.00,0.00,0.00,0.00,2015-02-03,2015-02-09,2
20150127,RI,100.00,0.00,0.00,0.00,0.00,0.00,2015-01-27,2015-02-02,2
20150120,RI,100.00,0.00,0.00,0.00,0.00,0.00,2015-01-20,2015-01-26,2
20150113,RI,100.00,0.00,0.00,0.00,0.00,0.00,2015-01-13,2015-01-19,2
20150106,RI,100.00,0.00,0.00,0.00,0.00,0.00,2015-01-06,2015-01-12,2
20141230,RI,100.00,0.00,0.00,0.00,0.00,0.00,2014-12-30,2015-01-05,2
20141223,RI,100.00,0.00,0.00,0.00,0.00,0.00,2014-12-23,2014-12-29,2
20141216,RI,100.00,0.00,0.00,0.00,0.00,0.00,2014-12-16,2014-12-22,2
20141209,RI,2.59,97.41,0.00,0.00,0.00,0.00,2014-12-09,2014-12-15,2
20141202,RI,0.98,24.11,74.91,0.00,0.00,0.00,2014-12-02,2014-12-08,2
20141125,RI,0.00,20.97,79.03,0.00,0.00,0.00,2014-11-25,2014-12-01,2
20141118,RI,0.00,20.97,79.03,0.00,0.00,0.00,2014-11-18,2014-11-24,2
